,Date,Operating_Income,Expenses,Assets,Liabilities,Equity,Revenue,Cash_Flow,Net_Income,Debt_to_Equity,ROA,Profit_Margin,Interest_Expense,Tax_Expense,Dividend_Payout,MoM_Change,Volatility,MoM_Change_Scaled,Volatility_Scaled,MoM_Score,Volatility_Score,Risk_Score,Risk_Level
200,2015-07-20,6778284.82,1333098.18,480425629.2,259231924.8,16053032.26,13049471.3,3452266.4,5445186.64,16.15,0.01,0.42,668903.94,823546.3,290242.22,1.4909859438496382,26267197.541755054,41.1705207520898,81.1320556792297,41.1705207520898,81.1320556792297,61.15128821565975,Medium
201,2015-07-21,1757259.68,2938554.26,381878761.8,40646173.23,18542614.31,4551194.32,4050767.45,-1181294.58,2.19,0.0,-0.26,290294.5,914770.72,2102784.41,0.012981130896814694,27207831.12221369,18.07628451167226,84.03741076715676,18.07628451167226,84.03741076715676,51.05684763941451,Medium
202,2015-07-22,2454658.43,4428256.26,208963133.8,304485189.0,99900335.08,3632147.27,6909105.45,-1973597.83,3.05,-0.01,-0.54,616263.44,580740.99,1759982.41,0.0,24495541.655827876,17.87345073131407,75.65990419626358,17.87345073131407,75.65990419626358,46.766677463788824,Medium
203,2015-07-23,9086987.7,3795011.99,183441011.6,140682982.2,39397532.45,14525239.32,3050032.9,5291975.71,3.57,0.03,0.36,1650316.0,1220305.18,1273106.62,-0.21008834126565296,21548792.231828578,14.590761972775287,66.55821613225874,14.590761972775287,66.55821613225874,40.57448905251701,Medium
204,2015-07-24,6457861.54,4129525.17,207366453.4,20051183.34,77336552.08,3404579.27,7022372.64,2328336.37,0.26,0.01,0.68,818799.65,808765.06,1154473.2,-0.11626583918161913,14625284.940610537,16.056764660186634,45.1734308633418,16.056764660186634,45.1734308633418,30.61509776176422,Medium
205,2015-07-25,1082773.46,3464525.15,398594089.0,214229072.9,82599854.77,8220383.91,1161008.23,-2381751.69,2.59,-0.01,-0.29,267954.24,219284.46,728761.4,0.8573267732056885,18418800.38919494,31.269419988065746,56.89054328484467,31.269419988065746,56.89054328484467,44.07998163645521,Medium
206,2015-07-26,1913243.89,3615244.54,347616775.0,37803725.24,87222094.39,9612328.47,6325988.28,-1702000.65,0.43,0.0,-0.18,750228.5,237144.43,2041872.64,0.40839193911296434,16062626.016717354,24.2546883551039,49.61297703233713,24.2546883551039,49.61297703233713,36.93383269372052,Medium
207,2015-07-27,6971515.92,4321380.43,133338005.5,124944432.0,99786546.77,9037867.47,6856607.25,2650135.49,1.25,0.02,0.29,1964628.34,828445.76,2914937.28,0.0,17886268.4073926,17.87345073131407,55.245700346047045,17.87345073131407,55.245700346047045,36.559575538680555,Medium
208,2015-07-28,1045554.25,1623506.04,128349200.9,288651065.2,31734683.67,3118418.04,1863632.4,-577951.79,9.1,0.0,-0.19,1296398.83,1408026.82,609574.21,-0.020807992439760892,21735760.536183525,17.548320062671248,67.13570913870008,17.548320062671248,67.13570913870008,42.342014600685665,Medium
209,2015-07-29,2447272.46,2702412.34,94278042.37,43822056.22,13631574.42,2741349.88,3727598.99,-255139.87,3.21,0.0,-0.09,890705.8,497110.58,1831638.2,0.03947356771530402,14703073.347095815,18.490236204595508,45.413697580646904,18.490236204595508,45.413697580646904,31.951966892621208,Medium
210,2015-07-30,5938604.1,1495442.49,347136223.9,338948627.1,47007236.62,3371284.56,1741248.31,4443161.62,7.21,0.01,1.32,416423.18,1310834.69,1330136.66,0.0,22913391.785052147,17.87345073131407,70.77308400143262,17.87345073131407,70.77308400143262,44.323267366373344,Medium
211,2015-07-31,7227056.78,4944506.04,393967698.0,21451570.61,21707260.28,9612639.89,5799530.97,2282550.74,0.99,0.01,0.24,1973735.91,1157938.6,1395397.29,0.4907384919137923,26409842.206221886,25.541376143465683,81.57264530975542,25.541376143465683,81.57264530975542,53.55701072661055,Medium
212,2015-08-01,6867651.34,4748267.03,169270892.8,113793070.3,12018330.02,9076483.54,4515108.26,2119384.31,9.47,0.01,0.23,1659613.12,409328.04,837027.11,0.7262854572249704,22211951.105075687,29.221862982843394,68.60652914863334,29.221862982843394,68.60652914863334,48.914196065738366,Medium
213,2015-08-02,3018423.79,677420.65,59425232.46,301543541.3,42438414.44,5038630.3,5264925.1,2341003.13,7.11,0.04,0.46,634806.87,102694.09,2492891.14,0.45018066878412416,24205884.2524659,24.907648877799787,74.76523317016314,24.907648877799787,74.76523317016314,49.836441023981465,Medium
214,2015-08-03,7409612.99,3675088.28,86977250.36,140182656.9,80536442.6,10291063.84,1973652.25,3734524.72,1.74,0.04,0.36,233130.52,197678.53,1507241.25,0.4744897267027479,14621531.480235228,25.28748466820774,45.16183746988308,25.28748466820774,45.16183746988308,35.22466106904541,Medium
215,2015-08-04,3135241.79,4663617.43,485537015.7,58719107.47,60956262.21,12660877.53,2088093.97,-1528375.64,0.96,0.0,-0.12,207588.56,1106316.2,1675876.97,0.29617678067353814,28249289.18575121,22.50129529708095,87.25418459558638,22.50129529708095,87.25418459558638,54.87773994633366,Medium
216,2015-08-05,3928597.28,1312589.05,182950149.9,156888889.1,38150019.03,2540526.48,811229.94,2616008.23,4.11,0.01,1.03,328718.48,339521.12,983806.65,0.0,21102385.05466264,17.87345073131407,65.17938872229765,17.87345073131407,65.17938872229765,41.526419726805855,Medium
217,2015-08-06,7718422.65,3055753.54,396150416.5,122749448.8,68890780.49,8475689.27,2915506.51,4662669.11,1.78,0.01,0.55,1203460.31,588342.83,627244.55,0.8398068907827015,16867643.436847117,30.995666952869293,52.0994515810169,30.995666952869293,52.0994515810169,41.5475592669431,Medium
218,2015-08-07,6846696.09,4619697.34,331098606.0,340230522.8,30881636.23,10961035.36,4698084.96,2226998.75,11.02,0.01,0.2,1864650.5,777463.79,349140.13,0.48707608158489507,18495002.67007651,25.484149963548234,57.12591090202348,25.484149963548234,57.12591090202348,41.305030432785856,Medium
219,2015-08-08,8643010.69,652756.9,221872837.8,139072208.7,11294330.15,5280055.05,6934511.85,7990253.79,12.31,0.04,1.51,1043812.51,1101928.84,2170945.51,1.0897191877540895,17914694.508631356,34.90061609448406,55.33350065381799,34.90061609448406,55.33350065381799,45.11705837415103,Medium
220,2015-08-09,6918516.03,3638391.2,142559268.0,319794339.3,78791804.78,6001021.77,5501955.86,3280124.83,4.06,0.02,0.55,1701596.42,214185.27,669079.42,0.5685621732936675,18023963.48681357,26.75739280804957,55.67100208722365,26.75739280804957,55.67100208722365,41.21419744763661,Medium
221,2015-08-10,6114777.43,1838070.53,104623888.2,358911415.0,66136877.64,9977292.74,3765472.43,4276706.9,5.43,0.04,0.43,947184.58,639231.29,2101218.53,0.3240195262185838,16005610.789256854,22.936345939381965,49.43687287803837,22.936345939381965,49.43687287803837,36.18660940871017,Medium
222,2015-08-11,1843072.91,4659782.88,326755835.6,184850619.4,78607236.21,13673158.81,7648400.86,-2816709.97,2.35,-0.01,-0.21,1446308.74,753355.72,1232091.69,-0.04338807335202639,16611675.984317789,17.19550001882187,51.308839427677434,17.19550001882187,51.308839427677434,34.25216972324965,Medium
223,2015-08-12,4309442.23,4869762.1,398585201.3,365778394.7,13504421.5,12529017.46,5894339.0,-560319.88,27.09,0.0,-0.04,1490558.2,834199.24,1305746.92,0.6825271446114158,21608504.039149348,28.538127178925055,66.74264927053149,28.538127178925055,66.74264927053149,47.64038822472827,Medium
224,2015-08-13,3386821.31,4749199.2,339756914.1,163380860.5,85340766.5,9580692.85,7476239.02,-1362377.89,1.91,0.0,-0.14,430531.04,1236622.93,1460614.74,0.5618871826877097,13976607.128657205,26.6530942234945,43.16984581116336,26.6530942234945,43.16984581116336,34.91147001732893,Medium
225,2015-08-14,3195906.79,2633963.97,288635960.0,386349798.3,65757358.0,11492882.33,4456909.8,561942.82,5.88,0.0,0.05,786310.51,298933.38,1166354.67,-0.041975452834768195,15882902.265846921,17.21757260725847,49.05786043341861,17.21757260725847,49.05786043341861,33.13771652033854,Medium
226,2015-08-15,9757094.99,4379191.93,68878050.54,53930019.32,60705581.56,6742692.11,2441782.06,5377903.06,0.89,0.08,0.8,1310874.1,1221355.61,391797.93,0.0,24366873.67629865,17.87345073131407,75.26248465187919,17.87345073131407,75.26248465187919,46.56796769159663,Medium
227,2015-08-16,4537879.52,4300472.29,485819949.9,281067321.3,66215264.33,10332551.87,896200.15,237407.23,4.24,0.0,0.02,234323.56,1054673.72,997932.25,0.7946337858834791,28182258.06249284,30.28982462602898,87.04714412940059,30.28982462602898,87.04714412940059,58.66848437771479,Medium
228,2015-08-17,9028419.0,1935952.13,409421386.2,207649335.4,87798992.22,8060360.68,5945636.39,7092466.87,2.37,0.02,0.88,786926.36,856012.68,2024829.65,0.0,26138612.189058337,17.87345073131407,80.7348913461127,17.87345073131407,80.7348913461127,49.304171038713385,Medium
229,2015-08-18,6680247.63,4230119.63,181769916.5,167306546.1,62824285.59,4469169.77,1409772.49,2450128.0,2.66,0.01,0.55,1116118.99,1064315.41,2030774.76,-0.14720194245328067,17384063.05838933,15.573379443134225,53.69452792755927,15.573379443134225,53.69452792755927,34.63395368534675,Medium
230,2015-08-19,8153301.73,666534.36,490986648.2,260430513.9,62285534.19,11122597.56,2770813.46,7486767.38,4.18,0.02,0.67,1992826.54,647425.72,930050.49,0.5556054273224259,16746519.774656113,26.554940048934988,51.725334331191085,26.554940048934988,51.725334331191085,39.14013719006304,Medium
231,2015-08-20,5523733.84,3183214.45,320846715.3,287465694.8,99161124.14,9234040.29,4493531.81,2340519.38,2.9,0.01,0.25,1001613.77,250676.5,1434297.62,0.1118590394883173,17971743.122487504,19.621279331688086,55.50970792939211,19.621279331688086,55.50970792939211,37.5654936305401,Medium
232,2015-08-21,6192134.96,1535039.77,312090196.2,21658042.47,78105715.04,6662080.57,4733124.41,4657095.19,0.28,0.01,0.7,1650507.84,1015359.6,660996.96,0.23280262468234117,19674913.29457728,21.51105648515599,60.770326121094264,21.51105648515599,60.770326121094264,41.140691303125124,Medium
233,2015-08-22,5432659.24,1042550.99,386632930.7,83442173.72,49806442.49,13847409.47,5004373.98,4390108.26,1.68,0.01,0.32,920927.84,810774.84,710079.04,0.5180108952507464,15181555.672588363,25.967515030151212,46.891596188280204,25.967515030151212,46.891596188280204,36.42955560921571,Medium
234,2015-08-23,2757186.89,846289.41,415296404.6,290957499.2,73665730.0,2272143.53,1746914.98,1910897.48,3.95,0.0,0.84,1613142.37,977093.46,166836.56,0.1768390516508578,15836326.63648163,20.636610092884204,48.914001289368194,20.636610092884204,48.914001289368194,34.7753056911262,Medium
235,2015-08-24,7502069.04,3633299.49,345415373.3,273226457.2,45030742.45,6105050.97,3348030.54,3868769.55,6.07,0.01,0.63,1231288.12,540098.23,2700564.99,0.0,12869259.494748035,17.87345073131407,39.74955745540072,17.87345073131407,39.74955745540072,28.811504093357392,Low
236,2015-08-25,3526951.26,2029437.34,107643085.9,387098052.0,30598791.62,2739458.17,5128956.7,1497513.93,12.65,0.01,0.55,1784531.34,1364956.54,711049.33,8.756017280354371e-05,18249723.611427147,17.8748188833649,56.36831221980183,17.8748188833649,56.36831221980183,37.121565551583366,Medium
237,2015-08-26,1218843.7,3761450.47,202220377.7,309194360.3,63716668.92,11964855.11,7773641.48,-2542606.77,4.85,-0.01,-0.21,880790.85,901686.31,759848.24,-0.11653933780692612,15057787.205434063,16.052491168105337,46.50930987271368,16.052491168105337,46.50930987271368,31.28090052040951,Medium
238,2015-08-27,6809250.66,794103.53,467637638.2,381293628.9,93536388.83,11127396.9,5957233.53,6015147.13,4.08,0.01,0.54,1248178.4,173833.6,910844.15,-0.26996443569548684,19836306.34267487,13.655181345569122,61.26882428572259,13.655181345569122,61.26882428572259,37.46200281564585,Medium
239,2015-08-28,2593996.11,1918806.52,151077025.3,286965390.6,93622556.8,6307578.84,7419528.18,675189.59,3.07,0.0,0.11,1297035.49,702215.79,469483.41,-0.04651777561805646,17862068.912050094,17.146597550534594,55.170954846439926,17.146597550534594,55.170954846439926,36.15877619848726,Medium
240,2015-08-29,9464127.26,2927710.82,217475160.7,133259839.3,40771475.03,10783617.73,6216590.44,6536416.44,3.27,0.03,0.61,893027.59,1146716.28,1953862.36,0.0,23952342.51438501,17.87345073131407,73.98211337299833,17.87345073131407,73.98211337299833,45.927782052156196,Medium
241,2015-08-30,9585357.19,4058254.24,244434597.3,60038670.46,57490971.96,7147183.94,4937877.27,5527102.95,1.04,0.02,0.77,374192.88,1201495.11,317914.56,-0.17409142408872208,14596026.401840214,15.153223814526623,45.08305938793666,15.153223814526623,45.08305938793666,30.118141601231642,Medium
242,2015-08-31,9233779.51,1934386.26,247732245.4,317093068.1,29047230.87,11831299.29,1940175.27,7299393.25,10.92,0.03,0.62,277762.87,767165.73,489187.04,0.9524204853631772,12255600.627795996,32.75528568640255,37.85413616873843,32.75528568640255,37.85413616873843,35.30471092757049,Medium
243,2015-09-01,4331428.3,3316511.19,325822812.1,264776704.2,99606799.85,7904387.62,5500142.39,1014917.11,2.66,0.0,0.13,131675.95,1347383.98,1969794.51,0.2939475519576608,16459493.507897632,22.466462978439484,50.83879015307567,22.466462978439484,50.83879015307567,36.65262656575758,Medium
244,2015-09-02,1139109.55,4486899.87,474384127.0,38310684.71,98300611.71,7359636.46,5175346.74,-3347790.32,0.39,-0.01,-0.45,1759715.1,438119.23,1085015.8,0.0,22921752.88035532,17.87345073131407,70.79890909558658,17.87345073131407,70.79890909558658,44.33617991345032,Medium
245,2015-09-03,9354867.06,3271384.35,158311720.3,156819177.0,68455803.67,14151488.9,5018518.78,6083482.72,2.29,0.04,0.43,549302.33,645368.11,2153048.7,0.4161550222271843,21749182.754077446,24.375988687702694,67.17716663060713,24.375988687702694,67.17716663060713,45.77657765915491,Medium
246,2015-09-04,4853657.33,1548317.64,104675619.3,383583929.9,82397265.37,5261428.3,4173394.01,3305339.7,4.66,0.03,0.63,501862.82,1352965.52,1716531.76,0.07907873601493158,29107451.72292832,19.109077973605558,89.90480960563572,19.109077973605558,89.90480960563572,54.506943789620635,Medium
247,2015-09-05,9699893.37,609803.52,138861720.4,210152435.4,74359014.52,3565815.42,4464924.53,9090089.85,2.83,0.07,2.55,1498467.26,1349572.24,842461.4,0.5092335986283281,11958197.585218247,25.83036732943069,36.93554102088399,25.83036732943069,36.93554102088399,31.382954175157337,Medium
248,2015-09-06,9672579.79,4415444.93,449116205.1,184437071.7,63384239.71,9599060.47,3008318.95,5257134.86,2.91,0.01,0.55,708030.61,1044283.51,1987401.06,0.5813199756638667,22894951.66939428,26.95673701807099,70.71612762122088,26.95673701807099,70.71612762122088,48.83643231964594,Medium
249,2015-09-07,8677085.1,595712.35,340614865.7,193925850.0,14801319.73,14601183.56,4394845.19,8081372.75,13.1,0.02,0.55,1061484.92,1295521.79,437193.67,0.2897205737783555,15330475.088018479,22.40041526885122,47.351566776508676,22.40041526885122,47.351566776508676,34.87599102267995,Medium
250,2015-09-08,3650040.03,4436157.53,178658055.2,99375435.12,50928790.83,6911909.78,1981669.29,-786117.5,1.95,0.0,-0.11,408771.02,178721.24,1655590.11,0.24507287015086604,16444223.706777003,21.702782482997563,50.79162599128185,21.702782482997563,50.79162599128185,36.247204237139705,Medium
251,2015-09-09,4465879.56,2880217.1,417176122.5,160108724.9,70730767.2,2806477.93,6538807.98,1585662.45,2.26,0.0,0.57,1923516.87,1304242.72,1367729.5,0.36176359394370494,15541452.273329211,23.526107494337126,48.003216527818,23.526107494337126,48.003216527818,35.76466201107756,Medium
252,2015-09-10,8660230.04,4725804.64,437616498.4,160529037.3,70977845.25,6410968.48,1893327.16,3934425.4,2.26,0.01,0.61,1718004.66,514898.86,876833.39,0.0,14528160.547745625,17.87345073131407,44.87344067073745,17.87345073131407,44.87344067073745,31.37344570102576,Medium
253,2015-09-11,3852298.05,4094524.56,430931452.4,39894907.67,43581035.66,8577111.51,1137247.17,-242226.51,0.92,0.0,-0.03,1741200.28,308580.69,1851614.49,-0.3487224840157719,7736409.9131545285,12.424564937690796,23.895615009314756,12.424564937690796,23.895615009314756,18.160089973502778,Low
254,2015-09-12,2525434.72,4990703.5,463516940.1,311675698.8,94752278.8,4104999.09,3771845.2,-2465268.78,3.29,-0.01,-0.6,872870.12,397086.26,2626867.42,0.0,13642801.268127065,17.87345073131407,42.13881249976676,17.87345073131407,42.13881249976676,30.00613161554041,Medium
255,2015-09-13,6011211.36,2078203.17,163508459.1,178271684.1,25062132.9,10555328.83,5437305.8,3933008.19,7.11,0.02,0.37,1548486.31,656054.34,2996823.63,-0.24893653440855626,24985733.104022555,13.983748151106349,77.1739690219913,13.983748151106349,77.1739690219913,45.578858586548826,Medium
256,2015-09-14,9425392.97,3952347.3,389768867.9,332428357.0,55032350.16,14970742.06,3782876.19,5473045.67,6.04,0.01,0.37,373364.7,414228.41,1862512.03,0.23308898641366424,20844260.7526582,21.51553096684606,64.38211466178562,21.51553096684606,64.38211466178562,42.94882281431584,Medium
257,2015-09-15,7264268.17,2308689.11,257242773.8,343132240.4,72179557.89,7872613.19,2575655.99,4955579.06,4.75,0.02,0.63,116376.1,514823.0,1273647.04,-0.057263662119508854,17149502.32267152,16.978690085482803,52.97003515895817,16.978690085482803,52.97003515895817,34.97436262222048,Medium
258,2015-09-16,6130550.53,2659440.29,428899348.8,100557740.8,72742222.53,6611471.24,4686283.88,3471110.24,1.38,0.01,0.53,137948.57,245718.8,753100.59,-0.12789588041425998,17648027.29097743,15.875042031573665,54.50983990675384,15.875042031573665,54.50983990675384,35.192440969163755,Medium
259,2015-09-17,1874588.44,3323774.58,377820804.7,269794323.2,68377506.11,7209154.17,3102517.52,-1449186.14,3.95,0.0,-0.2,1214543.3,479456.31,845578.66,0.5541232092456931,16029540.845517589,26.531779979276287,49.510786155382355,26.531779979276287,49.510786155382355,38.02128306732932,Medium
260,2015-09-18,6535065.04,4431547.01,399401350.9,199467085.6,34775939.21,3496900.32,7496507.68,2103518.03,5.74,0.01,0.6,965250.32,879811.53,1490419.44,0.0,10211223.398316924,17.87345073131407,31.53962443037035,17.87345073131407,31.53962443037035,24.70653758084221,Low
261,2015-09-19,9910484.65,4928375.61,345272827.0,354459560.4,24058591.18,13482556.82,7419838.55,4982109.04,14.73,0.01,0.37,1084229.16,690687.88,1165105.33,0.4320471075127618,10304744.889245521,24.62430693993135,31.828486262591397,24.62430693993135,31.828486262591397,28.226396601261374,Low
262,2015-09-20,2260756.14,3957230.36,129842946.3,101981458.1,67234629.41,7392733.52,4267788.65,-1696474.23,1.52,-0.01,-0.23,114179.97,552742.2,2750062.12,-0.498574434467879,22034174.97717887,10.083086537553292,68.05742821451068,10.083086537553292,68.05742821451068,39.07025737603199,Medium
263,2015-09-21,5664966.87,2379950.52,295262113.5,277569016.1,63937190.45,7034567.35,2959129.96,3285016.35,4.34,0.01,0.47,903104.58,1132355.59,1168056.86,0.3540764483636186,20173978.548328333,23.40599370682765,62.31179966011704,23.40599370682765,62.31179966011704,42.858896683472345,Medium
264,2015-09-22,8896357.65,2396106.51,493101382.8,250945806.5,26142040.93,10575973.55,6028493.1,6500251.14,9.6,0.01,0.61,1464329.51,1345589.46,1182989.31,0.3865737359200529,22369658.386341393,23.91377286250015,69.09364300630048,23.91377286250015,69.09364300630048,46.50370793440032,Medium
265,2015-09-23,7666917.56,3819120.36,471824629.9,132214561.5,73462523.1,7746434.47,775347.08,3847797.2,1.8,0.01,0.5,941118.03,1147344.37,1212250.09,-0.09072685166868906,15725790.188976364,16.45581844255311,48.57258499631578,16.45581844255311,48.57258499631578,32.514201719434446,Medium
266,2015-09-24,7273141.67,1574497.16,69428181.11,71908343.39,50965479.26,10427035.09,4060767.55,5698644.51,1.41,0.08,0.55,1491216.49,531401.02,2526198.61,0.7732145701851694,25896957.538791303,29.95514342398812,79.98848745169481,29.95514342398812,79.98848745169481,54.971815437841464,Medium
267,2015-09-25,7322356.76,997133.51,124166667.1,267623109.0,70098453.24,2798801.77,3022425.46,6325223.25,3.82,0.05,2.26,542736.03,1129441.14,1987286.13,0.5262594683463867,24331426.077632528,26.09640127872607,75.1529968946069,26.09640127872607,75.1529968946069,50.62469908666648,Medium
268,2015-09-26,4235420.36,2095799.71,109277948.1,300667034.1,85363037.18,12578403.47,7404019.14,2139620.65,3.52,0.02,0.17,1644969.81,270371.26,1881089.67,0.3426614549604456,13040564.100743571,23.22763126035563,40.2786696612097,23.22763126035563,40.2786696612097,31.753150460782663,Medium
269,2015-09-27,3642326.6,1792575.46,376690959.5,139938390.6,25275558.57,14226551.39,590022.7,1849751.14,5.54,0.0,0.13,1218019.36,238961.08,1069014.76,-0.10497985642203536,20188010.638316877,16.233111279474283,62.35514087702595,16.233111279474283,62.35514087702595,39.294126078250116,Medium
270,2015-09-28,8284250.4,1833386.54,418003398.4,265036389.5,11723038.12,10433950.02,4646111.57,6450863.86,22.61,0.02,0.62,500449.89,551159.2,2471922.11,0.0,21660906.36088911,17.87345073131407,66.90450544412417,17.87345073131407,66.90450544412417,42.38897808771912,Medium
271,2015-09-29,8291020.55,1551234.88,146080114.8,170149744.9,80119232.78,14409357.08,6054976.86,6739785.67,2.12,0.05,0.47,549768.9,1221168.44,211255.2,0.43951607752926325,18623416.49433218,24.741011673584467,57.522545431570535,24.741011673584467,57.522545431570535,41.1317785525775,Medium
272,2015-09-30,8803650.87,689419.35,277633711.8,291018615.7,64872768.26,3968620.09,4137634.91,8114231.51,4.49,0.03,2.04,1293257.88,407204.96,2625311.8,1.1614972874778997,17556485.612818174,36.02216886439567,54.22709316464019,36.02216886439567,54.22709316464019,45.12463101451793,Medium
273,2015-10-01,9219164.97,580432.71,428316362.6,95701804.46,72967561.27,8206410.46,1140522.73,8638732.27,1.31,0.02,1.05,1676885.23,141717.44,1586974.71,-0.14172310786791562,18534260.550171576,15.658987757212582,57.24716755715992,15.658987757212582,57.24716755715992,36.45307765718625,Medium
274,2015-10-02,5602081.59,4944750.75,379760695.1,358281701.0,85433947.75,9823487.54,7793460.43,657330.84,4.19,0.0,0.07,889692.79,240978.83,1254925.68,1.0943721639562678,17156810.613746975,34.97332014165117,52.99260843414336,34.97332014165117,52.99260843414336,43.98296428789726,Medium
275,2015-10-03,5513646.65,2424979.1,294006742.5,129215646.7,82252984.13,9562576.42,4385078.24,3088667.55,1.57,0.01,0.32,590770.82,1295180.2,1541785.11,0.0,16526334.531142993,17.87345073131407,51.045243453279426,17.87345073131407,51.045243453279426,34.459347092296746,Medium
276,2015-10-04,8184656.61,2229469.91,315656460.7,159758675.4,96482813.22,7219003.13,5106396.83,5955186.7,1.66,0.02,0.82,1747322.05,968985.76,2035505.04,0.4557294945587708,13349080.300018156,24.994350823675454,41.23159025419267,24.994350823675454,41.23159025419267,33.112970538934064,Medium
277,2015-10-05,6849675.38,3558412.77,278762246.1,42074941.79,58234157.1,6395097.32,2274573.37,3291262.6,0.72,0.01,0.51,1371609.75,417141.69,137019.74,-0.36389448072342223,7694721.112402014,12.187498269751266,23.766849917474385,12.187498269751266,23.766849917474385,17.977174093612824,Low
278,2015-10-06,7317701.9,1482142.5,183896803.1,62374640.68,53964606.94,3648712.29,4126235.64,5835559.4,1.16,0.03,1.6,951362.43,855178.95,2627500.38,1.7413921128137773,11630410.509914419,45.08318678093873,35.92309806033567,45.08318678093873,35.92309806033567,40.503142420637204,Medium
279,2015-10-07,8162134.02,4774825.33,304259896.8,216027523.0,46169847.99,7092651.86,3718621.19,3387308.7,4.68,0.01,0.48,1027010.37,814990.45,1395544.62,0.49767458449888186,12352492.973421736,25.64975451905801,38.153409632064786,25.64975451905801,38.153409632064786,31.9015820755614,Medium
280,2015-10-08,9010048.08,4038552.56,359998385.9,121685217.2,23832193.86,4114590.6,1061718.82,4971495.51,5.11,0.01,1.21,488087.29,1000382.17,1094602.91,-0.025324017932957275,13691773.276444389,17.47775590841842,42.290073390815714,17.47775590841842,42.290073390815714,29.88391464961707,Low
281,2015-10-09,4041956.41,902349.51,442995312.1,337482485.8,61534650.96,11546753.79,1296202.65,3139606.9,5.48,0.01,0.27,1290925.0,388121.95,500912.14,0.2644761159040306,14932200.500562325,22.005963593997613,46.12140752736344,22.005963593997613,46.12140752736344,34.063685560680526,Medium
282,2015-10-10,4380246.57,2379113.49,336331109.3,25583487.69,34931127.19,4714802.16,6781043.9,2001133.08,0.73,0.01,0.42,781610.77,1303384.33,1374449.59,0.4854605972204327,17832043.522318248,25.45890757108196,55.07821478204431,25.45890757108196,55.07821478204431,40.26856117656314,Medium
283,2015-10-11,1845837.46,4456032.38,392504691.7,164055738.5,92917676.1,2761348.97,2298649.64,-2610194.93,1.77,-0.01,-0.95,1991725.84,498584.42,1539336.04,0.09769776414583191,18147413.449366007,19.400005466164213,56.052304630804166,19.400005466164213,56.052304630804166,37.72615504848419,Medium
284,2015-10-12,6204521.27,4751294.1,122032235.7,148191307.8,62487172.38,9180759.79,1962187.04,1453227.17,2.37,0.01,0.16,1012348.68,1056490.9,1270575.41,-0.03148838529664185,18620932.64711287,17.381435954029882,57.51487351946132,17.381435954029882,57.51487351946132,37.4481547367456,Medium
285,2015-10-13,1323480.46,2603306.8,257700863.5,27344499.75,63355616.25,9737986.53,4286835.88,-1279826.34,0.43,0.0,-0.13,1023182.65,73380.74,2068114.27,-0.39193427395003705,17131672.9937213,11.749368702626121,52.9149653287331,11.749368702626121,52.9149653287331,32.332167015679616,Medium
286,2015-10-14,5190382.16,3260351.25,54199228.92,67259991.62,41943219.48,13334869.8,6265603.49,1930030.91,1.6,0.04,0.14,1175118.4,590352.84,1320599.93,0.0,13439777.581318963,17.87345073131407,41.51172888964301,17.87345073131407,41.51172888964301,29.692589810478538,Low
287,2015-10-15,5883801.71,1251652.76,161005489.0,177184216.5,14679041.68,9500760.96,964598.89,4632148.95,12.07,0.03,0.49,1841836.41,559979.24,2888110.98,0.9453935939998914,15468941.65306349,32.64548855464947,47.77925142185713,32.64548855464947,47.77925142185713,40.2123699882533,Medium
288,2015-10-16,3578871.27,4960258.82,376907771.8,207288542.1,12856938.88,6491251.1,4826059.4,-1381387.55,16.12,0.0,-0.21,1621554.39,838052.42,1837904.8,0.30474829429781497,19136641.72995847,22.63522758122658,59.10775520991204,22.63522758122658,59.10775520991204,40.87149139556931,Medium
289,2015-10-17,6317499.35,1542522.66,496314478.1,173630104.0,48100162.97,12439154.46,1394078.32,4774976.69,3.61,0.01,0.38,957147.13,155467.58,2441686.01,0.0,15839803.681678345,17.87345073131407,48.924740913344095,17.87345073131407,48.924740913344095,33.39909582232908,Medium
290,2015-10-18,1274502.25,4742292.98,94630144.81,221756317.8,17610884.03,9023625.61,773457.88,-3467790.73,12.59,-0.04,-0.38,1465528.61,1195690.49,417132.12,-0.032533583691372,18992487.465413388,17.365104438439094,58.662502845289644,17.365104438439094,58.662502845289644,38.01380364186437,Medium
291,2015-10-19,1336133.7,3423409.92,230672442.1,246150036.5,64616226.0,3030643.7,895579.64,-2087276.22,3.81,-0.01,-0.69,1213847.45,365782.16,1252144.75,0.2562154365294557,20062479.773681875,21.87688818144761,61.967411006610995,21.87688818144761,61.967411006610995,41.92214959402931,Medium
292,2015-10-20,8403405.05,3234815.58,410031935.9,23771052.03,89287570.51,9356057.28,6756230.81,5168589.47,0.27,0.01,0.55,1035497.39,1031704.83,1076858.33,0.532319407388216,23871697.084486425,26.19108951154375,73.73302210628033,26.19108951154375,73.73302210628033,49.96205580891204,Medium
293,2015-10-21,4241715.77,2807098.3,141816035.6,196356160.6,89462333.49,13804241.09,1384793.63,1434617.47,2.19,0.01,0.1,465399.97,1214657.58,1751498.93,0.8203447388549153,20355468.9624615,30.691565416508777,62.87237298969633,30.691565416508777,62.87237298969633,46.781969203102555,Medium
